1,cmn,我們試試看！
2,cmn,我该去睡觉了。
3,cmn,你在干什麼啊？
4,cmn,這是什麼啊？
5,cmn,今天是６月１８号，也是Muiriel的生日！
6,cmn,生日快乐，Muiriel！
7,cmn,Muiriel现在20岁了。
8,cmn,"密码是""Muiriel""。"
9,cmn,我很快就會回來。
10,cmn,我不知道。
11,cmn,我不知道應該說什麼才好。
12,cmn,這個永遠完不了了。
13,cmn,我只是不知道應該說什麼而已……
14,cmn,那是一隻有惡意的兔子。
15,cmn,我以前在山里。
16,cmn,那是一张近照吗？
17,cmn,我不知道我有沒有時間。
18,cmn,剛才我的麥克風沒起作用，不知道為什麼。
19,cmn,到了最後，大家一定要靠自己學習。
20,cmn,世界上的教育都讓我失望。
21,cmn,选择什么是“对”或“错”是一项艰难的任务，我们却必须要完成它。
22,cmn,這樣做的話什麼都不會改變的。
23,cmn,這個要三十歐元。
24,cmn,我一天賺一百歐元。
25,cmn,也许我会马上放弃然后去睡一觉。
26,cmn,那是不會發生的。
27,cmn,我会尽量不打扰你复习。
28,cmn,不要擔心。
29,cmn,我很想你。
30,cmn,我明天回來的時候會跟他們聯絡。
31,cmn,我一直都比較喜歡神秘一點的人物。
32,cmn,你應該去睡覺了吧。
33,cmn,我要走了。
34,cmn,我請他們再寄給我一張票。
35,cmn,我不能活那種命。
36,cmn,我曾經想過當個太空物理學家。
37,cmn,我從來沒喜歡過生物學。
38,cmn,可惜这是真的。
39,cmn,大部份的人覺得我瘋了。
40,cmn,不，我不是！你才是！
41,cmn,那是我該說的話!
42,cmn,他在踢我！
43,cmn,你肯定吗？
44,cmn,那就表示有問題...
45,cmn,哦！有一隻蝴蝶！
46,cmn,趕快!
47,cmn,如果我可以像那樣的話...
48,cmn,你是在跟我開玩笑吧？！
49,cmn,我長大後想當國王。
50,cmn,我好胖哦。
51,cmn,那又怎樣?
52,cmn,我要把他射下來。
53,cmn,那是因為妳是女生。
54,cmn,我会不高兴，但我不会自杀。
55,cmn,以前讀高中的時候﹐我每天早上六點起床。
56,cmn,你問這個幹什麼?
57,cmn,你待了多久?
58,cmn,我不知道它是从哪里来的。
59,cmn,這個不重要。
60,cmn,哪裡有問題?
61,cmn,不要再把我当成“正常” 人!
62,cmn,所有被发明的都是真的。
63,cmn,感到惊讶、感到惊奇就是明白的开始。
64,cmn,宇宙毫无疑问是无限的。
65,cmn,要变得完美，她就是少了一个缺点。
66,cmn,然而，相反的理论往往也是真的。
67,cmn,我们看东西不是看其实质，而是以我们的主观意识看它们的。
68,cmn,世界就是一个疯子的囚笼。
69,cmn,我叫Jack。
70,cmn,从来就没有徒劳的爱情。
71,cmn,生活就是當你忙著進行你的計劃時總有其他的事情發生。
72,cmn,没有欲望就等于拥有。
73,cmn,聖誕節快樂！
74,cmn,罗马不是一天建成的。
75,cmn,你是从哪个国家来的？
77,deu,Lass uns etwas versuchen!
78,deu,Ich muss schlafen gehen.
80,deu,Was ist das?
81,deu,Heute ist der 18. Juni und das ist der Geburtstag von Muiriel!
82,deu,"Herzlichen Glückwunsch zum Geburtstag, Muiriel!"
83,deu,Muiriel ist jetzt 20.
84,deu,"Das Passwort ist ""Muiriel""."
85,deu,Ich werde bald zurück sein.
87,deu,Ich finde keine Worte.
88,deu,Das wird nie enden.
89,deu,"Ich weiß einfach nicht, was ich sagen soll."
90,deu,Das war ein böses Kaninchen.
91,deu,Ich war in den Bergen.
93,deu,"Ich weiß nicht, ob ich Zeit dazu habe."
94,deu,Aus irgendeinem Grund hat das Mikrofon gerade nicht funktioniert.
95,deu,Letztendlich muss jeder selbst lernen.
96,deu,Die Ausbildung in dieser Welt enttäuscht mich.
97,deu,Zum Lernen sollte man nicht gezwungen werden. Zum Lernen sollte man ermutigt werden.
98,deu,"Es ist eine schwere Aufgabe, zwischen ""richtig"" und ""falsch"" zu unterscheiden, aber man muss es tun."
99,deu,Das wird nichts ändern.
100,deu,Das wird 30 € kosten.
101,deu,Ich verdiene 100 Euro pro Tag.
102,deu,"Es kann sein, dass ich bald aufgebe und stattdessen ein Nickerchen mache."
103,deu,"Das liegt daran, dass du nicht allein sein willst."
104,deu,Das wird nicht passieren.
105,deu,Manchmal kann er ein seltsamer Junge sein.
106,deu,"Ich werde mir Mühe geben, dich nicht beim Lernen zu stören."
107,deu,"Ich kann mich nur fragen, ob es für alle anderen dasselbe ist."
108,deu,"Ich vermute, das ist anders, wenn du darüber längerfristig nachdenkst."
109,deu,Mach dir keine Sorgen.
110,deu,Ich vermisse dich.
111,deu,"Ich werde sie morgen anrufen, wenn ich zurückkomme."
112,deu,Ich mochte mysteriöse Charaktere schon immer mehr.
113,deu,Du solltest schlafen.
115,deu,"Ich sagte ihnen, sie sollen mir ein neues Ticket schicken."
116,deu,Du bist so ungeduldig mit mir.
117,deu,Ich kann so ein Leben nicht leben.
118,deu,Ich wollte mal Astrophysiker werden.
119,deu,Ich mochte Biologie noch nie.
120,deu,"Die letzte Person, der ich meine Idee erzählt habe, dachte, ich wäre bekloppt."
121,deu,"Wenn die Welt nicht so wäre wie sie jetzt ist, könnte ich jedem vertrauen."
122,deu,Unglücklicherweise stimmt es.
123,deu,"Sie sind zu sehr damit beschäftigt, sich gegenseitig zu bekämpfen, als dass sie sich gemeinsamen Idealen widmen könnten."
124,deu,"Die meisten Leute denken, ich sei verrückt."
125,deu,"Nein, ich bin es nicht, du bist es!"
126,deu,Das war mein Satz!
127,deu,Er tritt mich!
128,deu,Bist du sicher?
129,deu,Dann haben wir ein Problem...
130,deu,"Oh, da ist ein Schmetterling!"
131,deu,Beeil dich!
132,deu,Es überrascht mich nicht.
133,deu,Wenn ich so sein könnte...
134,deu,Aus irgendeinem Grund fühle ich mich nachts lebendiger.
135,deu,Das kommt auf den Zusammenhang an.
136,deu,Willst du mich verdammt nochmal auf den Arm nehmen?!
137,deu,"Das ist das Dümmste, was ich je gesagt habe."
138,deu,"Ich will nicht erbärmlich sein, ich will cool sein!!"
139,deu,"Wenn ich groß bin, will ich ein König sein."
140,deu,"Es ist wundervoll in Amerika zu sein, wenn man hier ist, um Geld zu verdienen."
141,deu,Ich bin so dick.
142,deu,Na und?
143,deu,Ich werde ihn erschießen.
144,deu,"Ich bin kein echter Fisch, ich bin nur ein einfaches Plüschtier."
145,deu,Ich sag's ja nur!
146,deu,"Wahrscheinlich war es das, was ihre Entscheidung beeinflusst hat."
147,deu,"Ich habe mich immer gefragt, wie es wäre, Geschwister zu haben."
148,deu,Das hätte ich gesagt.
149,deu,"Es würde ewig dauern, alles zu erklären."
150,deu,"Es liegt daran, dass du ein Mädchen bist."
151,deu,"Manchmal kann ich es nicht vermeiden, Gefühle zu zeigen."
152,deu,"Es ist ein Wort, für das ich gerne einen Ersatz finden würde."
153,deu,"Das wäre etwas, das ich programmieren sollte."
154,deu,"Ich beabsichtige nicht, selbstsüchtig zu sein."
155,deu,"Lass uns über das Schlimmste, das passieren könnte, nachdenken."
156,deu,Wie viele enge Freunde hast du?
157,deu,"Ich bin vielleicht asozial, aber das heißt nicht, dass ich nicht mit Leuten rede."
158,deu,Das ist immer so gewesen.
159,deu,"Ich denke, es ist am besten, nicht unhöflich zu sein."
160,deu,Man kann immer Zeit finden.
161,deu,"Ich wäre unglücklich, aber ich würde keinen Selbstmord begehen."
162,deu,Damals im Gymnasium bin ich jeden Morgen um 6 Uhr aufgestanden.
163,deu,"Als ich aufgewacht bin, war ich traurig."
164,deu,Das ist am Ende einigermaßen erklärt.
165,deu,"Ich dachte, du würdest gerne neue Sachen lernen."
166,deu,Die meisten Menschen schreiben über ihr Alltagsleben.
167,deu,"Wenn ich dir ein Marshmallow schicken könnte, Trang, würde ich es tun."
168,deu,"Um das zu tun, musst du Risiken eingehen."
169,deu,"Jeder Mensch, der allein ist, ist allein, weil er Angst vor den anderen hat."
170,deu,Warum fragst du?
171,deu,Ich bin kein Künstler. Ich hatte niemals das Zeug dazu.
172,deu,Ich kann es ihr jetzt nicht sagen. Das ist nicht mehr so einfach.
173,deu,"Ich bin ein Mensch, der viele Fehler hat, aber diese Fehler können leicht korrigiert werden."
174,deu,"Immer, wenn ich etwas finde, das mir gefällt, ist es zu teuer."
175,deu,Wie lange bist du geblieben?
176,deu,Vielleicht wird es für ihn genauso sein.
177,deu,Unschuld ist eine schöne Sache.
178,deu,"Die Menschen waren nie dazu gedacht, ewig zu leben."
179,deu,"Ich will meine Ideen nicht verlieren, selbst wenn einige von ihnen ein bisschen extrem sind."
180,deu,"Ich denke, ich habe dazu eine Theorie."
181,deu,Das macht neugierig.
182,deu,"Meinst du gerade, dass du absichtlich deine Schönheit versteckst?"
183,deu,Ich habe kein Konto in diesen Foren.
184,deu,"Wenn jemand fragen sollte, was die Pointe der Geschichte sei, ich wüsste es wirklich nicht."
185,deu,"Ich wusste nicht, woher es kam."
186,deu,"Ich denke, dass mein Zusammenleben mit dir deine Lebensweise beeinflusst hat."
187,deu,Dies ist nicht wichtig.
188,deu,Ich möchte es nicht.
189,deu,"Sie fragt, wie das möglich ist."
190,deu,Du läufst einfach vor den Problemen des Lebens davon.
191,deu,"Wenn du den Liedtext anschaust, bedeutet er nicht wirklich viel."
192,deu,"Es gibt da ein Problem, das du nicht siehst."
193,deu,Du kannst das machen!
194,deu,"Meinem Physiklehrer ist es egal, wenn ich den Unterricht schwänze."
195,deu,"Ich wünschte, ich könnte nach Japan gehen."
196,deu,"Ich hasse es, wenn viele Leute da sind."
197,deu,Ich muss ins Bett gehen.
198,deu,"Danach gehe ich, aber dann merke ich, dass ich meinen Rucksack vergessen habe."
199,deu,Ich werde dich heute nichts mehr fragen.
200,deu,Nächste Woche wird es vielleicht Frost geben.
201,deu,"Obwohl er sich entschuldigt hat, bin ich immer noch wütend."
202,deu,"Die Polizei wird euch dazu bringen, die Kugeln zu finden."
203,deu,"Danke, dass Sie mir letzten Endes erklärt haben, warum die Leute mich für einen Idioten halten."
204,deu,Das war nicht meine Absicht.
205,deu,Danke für Ihre Erklärung.
206,deu,Theoretisch mache ich gerade Mathe.
207,deu,Was passierte?
208,deu,"Wenn du mich nicht so gekannt hast, dann hast du mich einfach gar nicht gekannt."
209,deu,"Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen."
210,deu,"Ich weiß nicht, was du meinst."
211,deu,Mein Computer muss mir zu etwas nützen.
212,deu,Du wolltest mit mir über Freiheit sprechen?
213,deu,"Oh, jetzt ist es wirklich verwirrend..."
214,deu,"Wenn ich dich erschrecken wollte, würde ich dir erzählen, was ich vor ein paar Wochen geträumt habe."
215,deu,Man kann nicht alles von den Schulen erwarten.
216,deu,"Es gibt viele Wörter, die ich nicht verstehe."
217,deu,"Ich mag es nicht, wenn Mathematiker, die viel mehr als ich wissen, sich nicht genau ausdrücken können."
218,deu,Du bist nicht wirklich dumm.
219,deu,Ich muss dir eine dumme Frage stellen.
220,deu,"Ich weiß nicht, wie ich es beweisen soll, so selbstverständlich wie es ist!"
221,deu,"Ich hätte nicht gedacht, dass ich eines Tages bei Wikipedia ""Viagra"" nachschauen würde."
222,deu,Kann man das anders ausdrücken?
223,deu,Niemand wird's erfahren.
224,deu,"Ich habe eine Lösung gefunden, aber ich habe sie so schnell gefunden, dass es nicht die richtige Lösung sein kann."
225,deu,Das scheint mir interessant!
226,deu,"Nur, dass es hier nicht so einfach ist."
227,deu,Ich mag gerne Kerzenlicht.
228,deu,Was hast du geantwortet?
229,deu,"Nein, er ist nicht mein neuer Freund."
230,deu,"Es ist schade, dass ich nicht abnehmen muss."
231,deu,Hast du nie Unterricht oder was?!
232,deu,"Ich werde also Sudoku spielen, anstatt dich weiter zu stören."
233,deu,Wo ist das Problem?
235,deu,"Das ist keine große Überraschung, oder?"
237,deu,Ich mag dich nicht mehr.
238,deu,Ich bin neugierig.
239,deu,Herzlichen Glückwunsch.
240,deu,Ich will nicht so lange warten.
241,deu,Warum kommst du uns nicht besuchen?
242,deu,Aber die Möglichkeit scheint unwahrscheinlich.
244,deu,"Es war eine schlechte Idee, sich abzumelden."
245,deu,"Ich weiß nicht mehr, was ich tun soll."
246,deu,"Es ist unvermeidbar, dass ich eines Tages nach Frankreich gehe, ich weiß nur nicht, wann."
247,deu,Ich hasse Chemie.
248,deu,"Ich wollte nicht, dass das passiert."
249,deu,"Du kannst vermutlich erahnen, was indessen passiert."
250,deu,"Bevor du dich versiehst, wirst du in der Zeitung sein."
251,deu,Was für andere Optionen habe ich?
252,deu,Ich habe nicht viel von einem Reisenden.
253,deu,Ich habe nichts Besseres zu tun.
254,deu,Ich kann es auch nicht erklären.
256,deu,"Aber im Ernst, die Episode 21 hat mich fast vor Lachen weinen lassen."
257,deu,"Es zeigt nur, dass du kein Roboter bist."
258,deu,Wie könnte ich ein Roboter sein? Roboter träumen nicht.
259,deu,"Daran habe ich nie gedacht, sagte der alte Mann. ""Was sollen wir tun?"""
260,deu,"Das ist nichts, was jeder Beliebige tun kann."
261,deu,"Ich weiß nicht, ob ich es noch habe."
262,deu,"Was denkst du, was ich gerade gemacht habe?"
263,deu,Unterschätze nicht meine Macht!
264,deu,Meine Mutter spricht nicht sehr gut Englisch.
265,deu,Ich spreche nicht gut genug Französisch!
266,deu,"Ich fragte mich, ob du heute kommen würdest."
267,deu,Dort liegt das Problem.
268,deu,Wie findest du Nahrung im Weltraum?
269,deu,"Ihr müsst nichts tun, außer euch zu vertrauen."
270,deu,Alle wollen dich kennenlernen. Du bist berühmt!
271,deu,"Wieso tut dir etwas leid, das du nicht gemacht hast?"
272,deu,Ich verabscheue förmliches Schreiben zutiefst!
273,deu,Ausländer machen mich neugierig.
274,deu,"Was auch immer ich tue, sie sagt, ich kann es besser."
275,deu,Warum bist du um diese Uhrzeit noch wach?
276,deu,"Du wärst überrascht, was man in einer Woche lernen kann."
277,deu,"Ich habe niemanden, der mit mir reisen würde."
278,deu,Du bist nicht schnell genug.
279,deu,"Das Leben ist hart, aber ich bin härter."
280,deu,Ertragen kann unerträglich sein.
281,deu,Hör auf! Sie fühlt sich dadurch unbehaglich!
282,deu,Nur die Wahrheit ist schön.
283,deu,Morgen wird er auf dem Mond landen.
284,deu,Ich spreche kein Japanisch.
285,deu,Das ist ein Wortspiel.
286,deu,Niemand versteht mich.
287,deu,"Ich habe gelernt, ohne sie zu leben."
288,deu,"Das bringt nichts mehr, weiter nachzudenken."
289,deu,Mir gehen in diesen Tagen zu viele Dinge durch den Kopf.
290,deu,Ich wollte gerade meine E-Mails abrufen.
291,deu,"Musst du wirklich die Frage stellen, um die Antwort zu erfahren?"
292,deu,"Du kannst nicht von mir erwarten, dass ich immer an alles denke!"
293,deu,"Ich vermute, dass es hinter jeder Sache, die wir tun müssen, etwas gibt, das wir tun wollen..."
294,deu,Du hast wirklich nicht die richtigen Prioritäten!
295,deu,"Man darf nicht darauf warten, dass die anderen für einen denken!"
296,deu,Du hast nie Zeit für die wichtigen Dinge!
297,deu,"Das ist die Mühe nicht wert, so zu tun, als würdest du mich dazu bringen, zu glauben, dass ich Dinge glaube, die du nicht glaubst."
298,deu,"Das würde zu lange dauern, dir zu erklären, warum das nicht funktionieren wird."
299,deu,"Ich bin so blöd... ich versuche, dir Dinge zu erklären, die ich selbst nicht verstehe."
300,deu,"Hör auf, mich als einen ""normalen"" Menschen anzusehen!"
301,deu,"Du könntest zumindest versuchen, ein bisschen höflicher zu sein, auch wenn das nicht in deiner Natur liegt."
302,deu,"Es gibt immer Dinge, die ich nie lernen werde, ich habe nicht ewig Zeit."
303,deu,Das ist nicht möglich!
304,deu,"Ich wünschte, ich könnte mir mehr aus Noten machen, aber scheinbar habe ich an einem gewissen Punkt in meinem Leben entschieden, dass es nicht mehr so wichtig sei."
305,deu,"„Wer rastet, der rostet“ ist ein Sprichwort."
306,deu,Willst du etwas zum Trinken?
307,deu,"Wer ist es? ""Es ist deine Mutter."""
308,deu,„Wann wirst du zurückkommen?“ – „Das hängt ganz vom Wetter ab.“
309,deu,„Was ist los?“ fragte das kleine weiße Kaninchen.
310,deu,„Was passiert in der Höhle? Ich bin neugierig.“ – „Ich habe keine Ahnung.“
311,deu,"Was ist dein Wunsch?, fragte das kleine weiße Kaninchen."
312,deu,"Wir müssen lernen, als Brüder zusammen zu leben, oder wir werden als Narren zusammen untergehen."
313,deu,"Öh, wie funktioniert das?"
314,deu,"Um die Wahrheit zu sagen, ich habe Höhenangst. ""Du bist ein Angsthase!"""
315,deu,"Vertraue mir, sagte er."
316,deu,"„Danach habe ich gesucht“, erklärte er."
317,deu,"„Das sieht ziemlich interessant aus“, sagt Hiroshi."
318,deu,Ihre Kommunikation ist vielleicht viel komplexer als wir dachten.
319,deu,"Das Telefon klingelt. ""Ich geh' dran."""
320,deu,"Das ist sehr nett von Ihnen, antwortete Willie."
321,deu,„Danke für die Hilfe.“ – „Keine Ursache.“
322,deu,Irgendwann werde ich wie der Wind rennen.
323,deu,"Sie mag Musik. ""Ich auch."""
325,deu,"Lass es mich wissen, wenn es irgendetwas gibt, was ich tun kann."
326,deu,"Möglicherweise ist das Glück, das uns dort erwartet, überhaupt nicht die Art Glück, die wir uns wünschen würden."
327,deu,"Du entscheidest, ob wir dahin gehen oder nicht."
328,deu,Das fängt nicht vor acht Uhr dreißig an.
329,deu,"Ich wünsche mir ein Boot, das mich weit weg von hier bringt."
330,deu,"„Ich habe Lust, Karten zu spielen.“ – „Ich auch.“"
331,deu,"Sind wir uns nicht schon einmal begegnet?, fragte der Student."
332,deu,Ein Japaner würde so etwas nie tun.
334,deu,Der Bogenschütze tötete den Hirsch.
335,deu,"Der Kommunismus wird nie erreicht werden, solange ich lebe."
336,deu,Der Roggen wurde Arme-Leute-Getreide genannt.
337,deu,"In den 1950ern sagte man den Finnen nach, eine der ungesündesten Ernährungsweisen der Welt zu haben."
338,deu,"Wenn du einen Fehler siehst, dann korrigiere ihn bitte."
339,deu,Lege das Kartenspiel auf den Eichentisch.
340,deu,Die Deutschen sind sehr listig.
341,deu,"Wenn man nicht isst, stirbt man."
342,deu,"Wie schreibt man ""pretty""?"
343,deu,Wieso gehen wir nicht heim?
344,deu,"Es tut mir leid, ich kann nicht lange bleiben."
345,deu,10 Jahre sind eine lange Zeit zum Warten.
346,deu,„Wieso gehst du nicht?“ – „Weil ich nicht will.“
347,deu,Eine Million Menschen haben im Krieg ihr Leben verloren.
348,deu,Ich kam vor drei Jahren nach Tokyo und seither habe ich hier gelebt.
349,deu,Ich habe mehr als einen Monat lang in Nagoya gelebt.
350,deu,"Es ist überhaupt nicht selten, länger als neunzig Jahre zu leben."
352,deu,Zuerst werde ich ein Schema meiner neuen Website machen.
354,deu,"Demokratie ist die schlechteste Regierungsform, abgesehen von allen anderen, die ausprobiert wurden."
355,deu,"Wenn man beginnt, seinem Passfoto ähnlich zu sehen, sollte man in den Urlaub fahren."
356,deu,"Ich war's nicht, Kommissar!"
357,deu,"Oh, meine weiße Hose! Sie war neu."
358,deu,Bei so vielen Leuten wurde er natürlich etwas nervös.
359,deu,Beim Verlassen des Bahnhofs sah ich einen Mann.
360,deu,Und niemand hat Ihnen geholfen?
361,deu,Du bist ein Engel!
362,deu,Die Madrilenen sind verrückt.
363,deu,"Nun gut, die Nacht ist sehr lang, oder?"
364,deu,"Du hast Glück gehabt, dass er dich nicht gebissen hat."
365,deu,Hast du mich vermisst?
367,deu,Sind sie alle gleich?
368,deu,Vielen Dank!
369,deu,Wo sind bitte die Eier?
370,deu,Ich nehme ihn.
371,deu,Das ist eine Überraschung.
372,deu,Das ist eine gute Idee!
373,deu,Hin- und Rückfahrt? Nur Hinfahrt.
374,deu,"Es ist schade, wenn jemand stirbt."
375,deu,Der Mund blieb ihnen offen stehen.
376,deu,Donnerwetter! Das ist nicht schlecht!
377,deu,Nach der Wäsche in Form bringen.
378,deu,Vor dem Tragen waschen.
379,deu,"Nicht öffnen, bevor der Zug hält."
381,deu,"Wer im Glashaus sitzt, sollte nicht mit Steinen werfen."
382,deu,"Man sagt, Liebe mache blind."
383,deu,"Oh, tut mir leid."
384,deu,"Mathe ist wie Liebe - eine einfache Idee, aber es kann kompliziert werden."
385,deu,"Antworten sind nur dann nützlich, wenn sie neue Fragen aufwerfen."
386,deu,"An sich selbst zu zweifeln, ist das erste Zeichen von Intelligenz."
387,deu,"Arm ist nicht, wer zu wenig besitzt, sondern, wer zu viel haben möchte."
388,deu,"Da du nicht überrascht bist, denke ich, musst du es gewusst haben."
389,deu,Wie lange braucht man bis zum Bahnhof?
390,deu,Das wird eine gute Erinnerung an meine Reise durch die Vereinigten Staaten sein.
391,deu,"Entschuldigung, erlauben Sie mir, auf drei Fehler in dem obigen Artikel hinzuweisen."
393,deu,"Es ist schwierig, ein Gespräch mit jemandem zu führen, der nur ""Ja"" und ""Nein"" sagt."
394,deu,Sprichst du Italienisch?
395,deu,"Ich kann bei diesem Lärm nicht denken, sagte sie auf die Schreibmaschine starrend."
396,deu,"Man sagt, dass ""Hamlet"" das interessanteste Stück sei, das je geschrieben wurde."
397,deu,"Mama, darf ich einen Keks essen? ""Nein, darfst du nicht. Man sollte nicht zwischen den Mahlzeiten essen."""
398,deu,Könnte ich eine Frage stellen?
399,deu,"Wie fühlst du dich?, fragte er."
400,deu,"Es ist ziemlich schwierig, Französisch nach 2, 3 Jahren zu beherrschen."
401,deu,"Es ist mir unmöglich, es dir zu erklären."
402,deu,"Ich möchte nicht mein restliches Leben damit verbringen, es zu bereuen."
403,deu,"Es wäre lustig zu sehen, wie die Dinge sich im Lauf der Jahre ändern."
404,deu,Das hätte ich nie gedacht.
405,deu,Die Fantasie hat Auswirkungen auf alle Aspekte in unserem Leben.
406,deu,Du wirst mich eines Tages vergessen.
407,deu,Das ist ziemlich unerwartet.
408,deu,"Ich frage mich, wie lange es dauern wird."
409,deu,Ich kann ohne Fernsehen nicht leben.
410,deu,Ich hätte es ohne dich nicht machen können. Danke.
411,deu,Ohne Anstrengung erreicht man nichts.
412,deu,Viele Menschen wandern ziellos durchs Leben.
413,deu,Ein Leben ohne Liebe hat überhaupt keinen Sinn.
414,deu,"Lasst es mich wissen, wenn ich irgendwelche Änderungen machen muss."
415,deu,"Ich denke, dass Prüfungen die Erziehung ruinieren."
416,deu,Wir können wegen des Lärms nicht schlafen.
417,deu,Hast du ein Kondom?
418,deu,„Eine Katze?“ fragte der alte Mann.
419,deu,"Tu, was auch immer er dir befiehlt."
420,deu,Ich kann in 10 Minuten zur Schule gehen.
421,deu,"Ich habe über zwei Stunden gebraucht, um einige Seiten Englisch zu übersetzen."
422,deu,Es ist schon 11 Uhr.
423,deu,Könnte ich Fräulein Brown sprechen?
424,deu,"Ja, Orangensaft bitte, sagt Mike."
425,deu,Ah! ist ein Ausruf.
427,deu,"Die Verpflichtung zum Schulbesuch wird selten analysiert in der Vielzahl der Werke, die den mannigfaltigen Arten gewidmet sind, bei Kindern den Wunsch zu lernen zu entwickeln."
428,deu,Mann bist du doof! Ich muss dir echt alles erklären!
429,deu,Ich habe ein Hühnchen mit dir zu rupfen.
430,deu,"Ist es nötig, dass ich dir Geld gebe?"
431,deu,Paris ist die schönste Stadt der Welt.
432,deu,"Ich dachte immer, einen Herzanfall zu haben, sei die Art der Natur, dir zu sagen, dass du sterben musst."
433,deu,"He, ich habe vielleicht kein Geld, aber ich habe immer noch meinen Stolz."
434,deu,Ich habe einen Traum.
435,deu,"Das ist meine Freundin Rachel, wir sind zusammen ins Gymnasium gegangen."
436,deu,Die Lebenshaltungskosten sind drastisch gestiegen.
437,deu,Alles Erfundene ist wahr.
438,deu,"Überrascht sein, sich wundern, heißt anfangen, zu verstehen."
439,deu,Zweifellos ist das Universum unendlich.
440,deu,Zur Vollkommenheit fehlte ihr nur ein Fehler.
441,deu,"Und doch, auch das Gegenteil ist immer wahr."
442,deu,"Wir sehen die Dinge nicht, wie sie sind, sondern wie wir sind."
443,deu,Die Welt ist ein Irrenhaus.
444,deu,"Kein Schüler beschwert sich je, Schmerzen im Frontallappen der linken Gehirnhälfte zu haben."
445,deu,"Du hast mir die Augen dafür geöffnet, wie es ist, wenn alles gut geht."
446,deu,"Du hast mich gefunden, wo sonst niemand gesucht hat."
447,deu,"Du bist an meiner Seite, jetzt ist alles gut."
448,deu,"Wie, du weißt nicht?!"
449,deu,Du siehst dumm aus.
450,deu,"Ich denke, ich werde schlafen gehen."
451,deu,"Ich muss einkaufen gehen, ich komme in einer Stunde zurück."
452,deu,Ich heiße Jack.
453,deu,Es gefällt mir sehr gut.
454,deu,Sehen wir uns morgen?
455,deu,Wie heißt das auf Italienisch?
456,deu,Ist es weit von hier?
457,deu,Das sind nicht meine Sachen!
458,deu,"Danke, das ist alles."
459,deu,Tanzt du mit mir?
460,deu,Wie viel Uhr ist es?
464,deu,Es ist nicht meine Schuld!
465,deu,Ich möchte eine Nacht bleiben.
466,deu,Könnten Sie für mich wählen? Das Telefon hängt zu hoch.
467,deu,Gibt es hier in der Nähe eine Jugendherberge?
468,deu,Wo sind die Duschen?
469,deu,Öffnen Sie den Mund!
470,deu,Ist es schlimm?
471,deu,Ich habe meine Brieftasche verloren.
472,deu,Ich bin einverstanden.
473,deu,Liebe ist nie verschwendet.
474,deu,"Leben ist das, was dir zustößt, während du gerade damit beschäftigt bist, andere Pläne zu machen."
475,deu,Nicht wollen ist das Gleiche wie haben.
